p1_ip_total_len,p1_ip_ttl,p1_inter_arrival_time,p2_ip_total_len,p2_ip_ttl,p2_inter_arrival_time,p3_ip_total_len,p3_ip_ttl,p3_inter_arrival_time,p4_ip_total_len,p4_ip_ttl,p4_inter_arrival_time,p5_ip_total_len,p5_ip_ttl,p5_inter_arrival_time,label
516,41,0,114,126,0.005337953567504883,126,126,3.314018249511719e-05,351,41,0.08470702171325684,422,41,0.1314558982849121,nvidia.com
120,127,0,132,127,3.409385681152344e-05,1383,127,0.00047206878662109375,327,44,0.05450296401977539,398,43,6.580352783203125e-05,nvidia.com
104,127,0,132,127,3.314018249511719e-05,1194,127,0.0011210441589355469,567,35,0.10670590400695801,483,35,0.0009679794311523438,nvidia.com
1027,64,0,114,64,0.013427019119262695,132,64,0.00017499923706054688,55,64,0.0005528926849365234,677,64,0.05988717079162598,nvidia.com
1307,42,0,120,127,0.03398489952087402,132,127,0.00018405914306640625,854,127,0.0003559589385986328,327,42,0.10595011711120605,nvidia.com
1400,43,0,350,43,9.059906005859375e-06,104,63,0.015675067901611328,227,63,0.00047397613525390625,119,43,0.21832704544067383,nvidia.com
1400,42,0,350,42,5.9604644775390625e-06,104,63,0.02539205551147461,210,63,0.001725912094116211,1355,63,0.0009789466857910156,nvidia.com
104,63,0,210,63,0.00956106185913086,1355,63,0.0002999305725097656,389,63,0.0005090236663818359,119,42,0.23801898956298828,nvidia.com
932,45,0,114,64,0.0027551651000976562,126,64,0.00019502639770507812,355,64,0.0004680156707763672,178,64,3.814697265625e-06,nvidia.com
1400,42,0,350,42,6.9141387939453125e-06,104,63,0.015647172927856445,210,63,2.7894973754882812e-05,1355,63,0.0005741119384765625,nvidia.com
871,49,0,120,127,0.005493879318237305,132,127,0.0001671314239501953,369,127,0.00010204315185546875,311,49,0.09528279304504395,nvidia.com
104,64,0,132,64,0.00016999244689941406,557,64,0.00022912025451660156,549,35,0.09020781517028809,71,64,0.0006060600280761719,nvidia.com
691,232,0,104,127,0.004230022430419922,132,127,0.0002658367156982422,1181,127,0.00022411346435546875,102,232,0.05095696449279785,nvidia.com
1500,64,0,127,64,0.0018432140350341797,114,64,0.002344846725463867,132,64,1.71661376953125e-05,1287,64,0.0002868175506591797,nvidia.com
870,49,0,120,126,0.0069179534912109375,311,49,0.09355592727661133,311,49,0.00017714500427246094,79,49,9.999425888061523,nvidia.com
1500,43,0,131,43,1.2159347534179688e-05,120,62,0.014232873916625977,132,62,0.0002071857452392578,327,43,0.10655593872070312,nvidia.com
1500,43,0,155,43,6.9141387939453125e-06,132,62,0.04074501991271973,222,62,6.9141387939453125e-06,380,62,4.601478576660156e-05,nvidia.com
120,126,0,132,126,2.5987625122070312e-05,93,126,0.0024688243865966797,311,43,0.2004530429840088,110,43,7.152557373046875e-06,nvidia.com
516,43,0,114,127,0.005128145217895508,126,127,0.00012302398681640625,679,127,0.00020694732666015625,351,43,0.05270695686340332,nvidia.com
120,126,0,132,126,0.00030684471130371094,80,126,0.0013720989227294922,311,48,0.09269595146179199,110,48,0.0002129077911376953,nvidia.com
1400,43,0,350,43,9.059906005859375e-06,104,63,0.01593303680419922,210,63,0.0006949901580810547,1355,63,0.0008578300476074219,nvidia.com
516,43,0,114,127,0.00455784797668457,126,127,0.00010418891906738281,680,127,0.00017189979553222656,351,43,0.08645510673522949,nvidia.com
727,46,0,114,127,0.278001070022583,132,127,0.00018286705017089844,345,127,0.0002110004425048828,295,46,0.046636104583740234,nvidia.com
400,42,0,104,63,0.022363901138305664,210,63,0.0005619525909423828,1355,63,0.0003631114959716797,389,63,4.0531158447265625e-06,nvidia.com
116,62,0,222,62,0.002474069595336914,358,62,0.0013079643249511719,579,37,0.08630585670471191,602,37,0.0028710365295410156,nvidia.com
1400,42,0,350,42,5.9604644775390625e-06,104,63,0.021125078201293945,227,63,0.0005679130554199219,119,42,0.24815797805786133,nvidia.com
120,126,0,132,126,2.5987625122070312e-05,71,126,0.001971006393432617,311,48,0.09233307838439941,110,48,0.00019598007202148438,nvidia.com
104,127,0,132,127,0.0002841949462890625,1355,127,0.0007038116455078125,395,127,3.0994415283203125e-06,119,43,0.1975090503692627,nvidia.com
400,42,0,104,63,0.01586008071899414,210,63,3.0994415283203125e-05,1355,63,0.0007839202880859375,389,63,8.106231689453125e-06,nvidia.com
120,126,0,132,126,0.00013685226440429688,80,126,0.001190185546875,311,48,0.04397392272949219,110,48,0.00152587890625,nvidia.com
778,34,0,104,127,0.010534048080444336,132,127,1.1920928955078125e-05,902,127,0.0014209747314453125,567,34,0.09558296203613281,nvidia.com
1400,44,0,231,44,6.9141387939453125e-06,120,127,0.03367900848388672,132,127,2.3126602172851562e-05,452,127,0.0005099773406982422,nvidia.com
1400,43,0,350,43,5.0067901611328125e-06,104,63,0.02276301383972168,227,63,0.0005779266357421875,119,43,0.25213003158569336,nvidia.com
114,127,0,132,127,1.811981201171875e-05,404,127,3.1948089599609375e-05,1400,42,0.26749205589294434,1400,42,0.003518819808959961,nvidia.com
995,49,0,114,127,0.018133878707885742,132,127,2.1457672119140625e-06,121,127,0.0016047954559326172,351,49,0.05649709701538086,nvidia.com
883,51,0,120,127,0.005266904830932617,132,127,0.000102996826171875,55,127,0.0002529621124267578,327,51,0.053130149841308594,nvidia.com
1500,43,0,232,43,3.814697265625e-06,114,126,0.014649152755737305,126,126,2.7894973754882812e-05,119,126,0.00012612342834472656,nvidia.com
1400,43,0,350,43,9.059906005859375e-06,104,63,0.026973962783813477,210,63,0.0018570423126220703,1355,63,0.00035691261291503906,nvidia.com
114,127,0,132,127,0.26232004165649414,71,127,0.0005559921264648438,414,127,4.792213439941406e-05,1400,42,0.2841830253601074,nvidia.com
120,126,0,132,126,0.0003299713134765625,311,49,0.0971839427947998,110,49,0.00049591064453125,215,126,0.0014829635620117188,nvidia.com
104,127,0,132,127,0.0004448890686035156,579,35,0.08931803703308105,483,35,0.0015420913696289062,71,127,0.011075019836425781,nvidia.com
778,32,0,104,63,0.01696181297302246,210,63,0.000164031982421875,122,63,0.0010499954223632812,549,32,0.09537601470947266,nvidia.com
516,44,0,114,62,0.026936054229736328,126,62,0.0019221305847167969,436,62,0.005316019058227539,351,44,0.04434990882873535,nvidia.com
504,64,0,104,64,0.008389949798583984,126,64,0.0004451274871826172,685,64,0.00015592575073242188,102,64,0.05073809623718262,nvidia.com
516,44,0,114,62,0.017169952392578125,126,62,0.0004050731658935547,351,44,0.3407130241394043,422,44,0.05517292022705078,nvidia.com
400,43,0,104,63,0.02605605125427246,210,63,0.0012400150299072266,1355,63,0.0009479522705078125,389,63,5.9604644775390625e-06,nvidia.com
763,49,0,132,62,0.058763980865478516,222,62,0.0005509853363037109,229,62,0.0030770301818847656,339,49,0.19428205490112305,nvidia.com
120,126,0,132,126,0.0004100799560546875,92,126,0.0028848648071289062,311,49,0.08528709411621094,110,49,0.000270843505859375,nvidia.com
711,42,0,114,64,0.012885808944702148,132,64,0.00011110305786132812,525,64,0.00014400482177734375,351,42,0.21644091606140137,nvidia.com
120,127,0,132,127,0.0008349418640136719,533,127,0.0014040470123291016,204,127,1.6927719116210938e-05,100,127,1.4066696166992188e-05,nvidia.com
1400,43,0,350,43,5.0067901611328125e-06,104,63,0.02268195152282715,227,63,0.0006110668182373047,119,43,0.25040388107299805,nvidia.com
1400,43,0,350,43,6.9141387939453125e-06,104,63,0.024834156036376953,210,63,0.0006258487701416016,1355,63,0.0009751319885253906,nvidia.com
983,64,0,104,64,0.003942966461181641,132,64,0.0013010501861572266,398,64,0.00019097328186035156,111,64,0.09816694259643555,nvidia.com
1400,42,0,350,42,5.9604644775390625e-06,104,63,0.025753021240234375,210,63,0.0006849765777587891,1355,63,0.0008680820465087891,nvidia.com
1500,43,0,150,43,4.0531158447265625e-06,104,127,0.0006909370422363281,132,127,0.00010919570922851562,1383,127,0.00040984153747558594,nvidia.com
1400,42,0,350,42,6.198883056640625e-06,104,63,0.02548980712890625,210,63,0.0005290508270263672,1355,63,0.001004934310913086,nvidia.com
400,42,0,104,63,0.016765832901000977,210,63,0.0005741119384765625,1355,63,0.0002799034118652344,389,63,0.00043511390686035156,nvidia.com
410,43,0,120,127,0.00047087669372558594,132,127,0.00013899803161621094,1306,127,0.00025200843811035156,311,43,0.08882808685302734,nvidia.com
1400,42,0,231,42,2.86102294921875e-06,120,127,0.04001116752624512,132,127,1.9073486328125e-06,264,127,7.200241088867188e-05,nvidia.com
1400,42,0,350,42,8.106231689453125e-06,104,63,0.01858687400817871,210,63,4.0531158447265625e-06,1355,63,0.00020503997802734375,nvidia.com
1400,43,0,350,43,9.059906005859375e-06,104,63,0.020860910415649414,210,63,0.0006830692291259766,1355,63,0.001096963882446289,nvidia.com
1400,43,0,350,43,5.0067901611328125e-06,104,63,0.026942014694213867,210,63,0.0013320446014404297,1355,63,0.0011510848999023438,nvidia.com
827,45,0,114,127,0.22190093994140625,126,127,0.0019941329956054688,692,127,0.007562875747680664,295,45,0.03728604316711426,nvidia.com
995,43,0,114,127,0.021402835845947266,132,127,3.0994415283203125e-05,351,43,0.07708096504211426,1184,43,0.1443309783935547,nvidia.com
578,35,0,104,62,0.16554808616638184,132,62,0.02922201156616211,567,35,0.09920191764831543,71,62,0.001466989517211914,nvidia.com
114,127,0,126,127,0.00019598007202148438,1057,127,0.0002751350402832031,351,43,0.059497833251953125,737,43,0.09536004066467285,nvidia.com
711,43,0,114,127,0.0031499862670898438,126,127,0.00012993812561035156,716,127,0.00037097930908203125,194,127,2.9087066650390625e-05,nvidia.com
120,127,0,132,127,2.1219253540039062e-05,327,42,0.10980582237243652,111,42,8.20159912109375e-05,71,127,0.007730007171630859,nvidia.com
516,44,0,114,127,0.012042999267578125,351,44,0.05191993713378906,413,44,0.11078906059265137,132,127,28.87776803970337,nvidia.com
1400,43,0,350,43,5.0067901611328125e-06,104,63,0.028936147689819336,227,63,0.0005300045013427734,119,43,0.21445679664611816,nvidia.com
104,64,0,132,64,0.00018978118896484375,502,64,0.0006480216979980469,549,33,0.10220503807067871,71,64,0.0009751319885253906,nvidia.com
1400,43,0,350,43,9.059906005859375e-06,104,63,0.028477907180786133,210,63,0.0002570152282714844,1355,63,7.605552673339844e-05,nvidia.com
1400,43,0,231,43,1.3828277587890625e-05,120,127,0.013163089752197266,132,127,0.0005900859832763672,275,127,0.0011589527130126953,nvidia.com
884,44,0,120,127,0.0031321048736572266,132,127,0.00014400482177734375,1399,127,0.0003390312194824219,311,44,0.04999089241027832,nvidia.com
1500,64,0,151,64,0.0011010169982910156,114,64,0.010206937789916992,126,64,0.00011301040649414062,405,64,0.0005459785461425781,nvidia.com
778,34,0,104,127,0.027740955352783203,132,127,2.6941299438476562e-05,629,127,0.0032689571380615234,567,34,0.0953819751739502,nvidia.com
114,127,0,126,127,0.0002620220184326172,354,127,0.0002238750457763672,351,43,0.06288003921508789,71,127,0.002337932586669922,nvidia.com
871,47,0,120,127,0.01052093505859375,132,127,0.0009298324584960938,447,127,0.00020503997802734375,139,127,1.811981201171875e-05,nvidia.com
114,127,0,295,42,0.05671381950378418,295,42,0.00032711029052734375,136,42,6.9141387939453125e-06,79,42,20.183100938796997,nvidia.com
1400,43,0,350,43,6.9141387939453125e-06,104,63,0.023679018020629883,210,63,0.0011529922485351562,1355,63,0.00028395652770996094,nvidia.com
120,127,0,132,127,0.0002961158752441406,498,127,0.00047087669372558594,311,47,0.04262208938598633,110,47,0.0005369186401367188,nvidia.com
1500,43,0,131,43,5.0067901611328125e-06,120,62,0.002370119094848633,132,62,0.00016689300537109375,346,62,0.0005381107330322266,nvidia.com
120,126,0,132,126,0.0007760524749755859,311,47,0.04366183280944824,110,47,0.0003781318664550781,80,126,0.002877950668334961,nvidia.com
578,36,0,104,62,0.03745579719543457,132,62,2.6226043701171875e-05,438,62,0.0001437664031982422,567,36,0.08850407600402832,nvidia.com
522,64,0,114,64,0.012677907943725586,259,64,3.1948089599609375e-05,367,64,0.07087898254394531,889,64,0.04272103309631348,nvidia.com
1400,43,0,350,43,6.198883056640625e-06,104,63,0.01959395408630371,227,63,0.0007648468017578125,119,43,0.246812105178833,nvidia.com
1400,44,0,247,43,0.005524873733520508,120,127,0.024348974227905273,132,127,0.001104116439819336,735,127,0.0019028186798095703,nvidia.com
1500,64,0,127,64,0.009665966033935547,114,64,0.11415910720825195,132,64,1.9073486328125e-06,596,64,0.00043511390686035156,nvidia.com
114,127,0,295,42,0.05723094940185547,295,42,3.0994415283203125e-05,136,42,9.989738464355469e-05,79,42,19.93758797645569,nvidia.com
1500,43,0,104,127,0.0009219646453857422,132,127,0.00015020370483398438,511,127,0.0005359649658203125,395,127,5.1021575927734375e-05,nvidia.com
120,126,0,132,126,8.0108642578125e-05,93,126,0.004873991012573242,311,48,0.2032010555267334,110,48,0.00010800361633300781,nvidia.com
1400,43,0,350,43,5.0067901611328125e-06,104,63,0.016710996627807617,227,63,0.0006928443908691406,119,43,0.2533590793609619,nvidia.com
120,126,0,132,126,0.00025200843811035156,456,126,0.0003299713134765625,311,48,0.19949603080749512,110,48,0.00018095970153808594,nvidia.com
1400,40,0,392,40,5.0067901611328125e-06,114,127,0.0212099552154541,295,40,0.05370593070983887,295,40,4.00543212890625e-05,nvidia.com
120,126,0,132,126,3.0040740966796875e-05,311,49,0.0927588939666748,110,49,0.0004200935363769531,71,126,0.37314796447753906,nvidia.com
995,41,0,114,127,0.011346101760864258,132,127,2.6941299438476562e-05,470,127,3.2901763916015625e-05,351,41,0.07897400856018066,nvidia.com
1400,42,0,350,42,5.9604644775390625e-06,104,63,0.02170109748840332,210,63,0.0006780624389648438,1355,63,0.0003039836883544922,nvidia.com
882,43,0,120,127,0.005216836929321289,132,127,0.00013017654418945312,792,127,0.0001709461212158203,327,43,0.04675102233886719,nvidia.com
1400,42,0,350,42,7.152557373046875e-06,104,63,0.01651906967163086,210,63,2.384185791015625e-05,1355,63,0.0009739398956298828,nvidia.com
1400,42,0,392,42,3.0994415283203125e-06,132,127,0.013547897338867188,404,127,6.198883056640625e-05,295,42,0.0599970817565918,nvidia.com
1400,42,0,350,42,7.152557373046875e-06,104,63,0.024708986282348633,210,63,0.0011878013610839844,1355,63,0.0001971721649169922,nvidia.com
995,44,0,114,127,0.015208005905151367,132,127,2.1457672119140625e-06,1086,127,0.0008800029754638672,351,43,0.05584001541137695,nvidia.com
871,48,0,120,127,0.003428936004638672,132,127,0.0005118846893310547,464,127,0.00016307830810546875,139,127,1.9073486328125e-05,nvidia.com
932,47,0,114,127,0.016759872436523438,132,127,0.0001900196075439453,1105,127,0.0007219314575195312,295,47,0.0767221450805664,nvidia.com
1400,43,0,350,43,2.86102294921875e-06,104,63,0.018633127212524414,227,63,0.0005700588226318359,119,43,0.22028303146362305,nvidia.com
578,38,0,104,126,0.019418954849243164,132,126,0.0003330707550048828,567,38,0.07978296279907227,71,126,0.006237030029296875,nvidia.com
995,43,0,114,127,0.010143041610717773,132,127,0.0007970333099365234,481,127,3.981590270996094e-05,152,127,3.409385681152344e-05,nvidia.com
104,127,0,132,127,0.0006251335144042969,1163,127,0.0005288124084472656,567,35,0.09217619895935059,483,35,0.0016758441925048828,nvidia.com
516,64,0,114,64,0.014874935150146484,126,64,0.00025010108947753906,581,64,7.390975952148438e-05,351,64,0.26620912551879883,nvidia.com
578,34,0,104,62,0.004528999328613281,132,62,0.0020151138305664062,567,34,0.08981704711914062,71,62,0.0037689208984375,nvidia.com
569,64,0,114,64,0.004721164703369141,646,64,0.05258488655090332,132,64,1.0066311359405518,71,64,0.001107931137084961,nvidia.com
1400,43,0,350,43,4.0531158447265625e-06,104,63,0.015083074569702148,210,63,2.193450927734375e-05,1355,63,0.0009260177612304688,nvidia.com
882,44,0,120,127,0.0026559829711914062,132,127,8.106231689453125e-05,1040,127,0.00019407272338867188,327,44,0.04464101791381836,nvidia.com
1400,43,0,350,43,5.9604644775390625e-06,104,63,0.01548314094543457,227,63,0.0005819797515869141,119,43,0.2580888271331787,nvidia.com
120,126,0,132,126,0.003654956817626953,91,126,0.00016498565673828125,311,47,0.042387962341308594,955,47,0.013555049896240234,nvidia.com
578,34,0,104,126,0.011131048202514648,132,126,0.0007009506225585938,459,126,3.0994415283203125e-06,567,34,0.09827589988708496,nvidia.com
120,126,0,132,126,0.000225067138671875,311,48,0.04180002212524414,110,48,0.0001308917999267578,93,126,0.002162933349609375,nvidia.com
778,34,0,104,63,0.032965898513793945,132,63,0.0001971721649169922,191,63,0.000888824462890625,485,34,0.1248471736907959,nvidia.com
614,33,0,116,63,0.0020949840545654297,144,63,0.00020885467529296875,1191,63,0.000408172607421875,561,33,0.09737896919250488,nvidia.com
578,36,0,104,62,0.002434968948364258,132,62,0.0008521080017089844,567,36,0.09215879440307617,71,62,0.003522157669067383,nvidia.com
400,43,0,104,63,0.024322032928466797,210,63,0.0012290477752685547,1355,63,0.0009529590606689453,389,63,5.0067901611328125e-06,nvidia.com
1400,42,0,231,42,2.47955322265625e-05,120,127,0.02783203125,132,127,0.0016901493072509766,535,127,0.0020999908447265625,nvidia.com
120,127,0,132,127,0.00016880035400390625,1349,127,0.00015211105346679688,327,43,0.05054497718811035,110,43,0.0005049705505371094,nvidia.com
932,47,0,114,63,0.41683506965637207,295,47,0.07318401336669922,295,47,1.5974044799804688e-05,136,47,1.5020370483398438e-05,nvidia.com
414,43,0,120,127,0.005475044250488281,132,127,0.00011587142944335938,800,127,0.00019598007202148438,327,43,0.0746910572052002,nvidia.com
1400,42,0,350,42,5.0067901611328125e-06,104,63,0.024139881134033203,227,63,0.001238107681274414,119,42,0.21681690216064453,nvidia.com
1500,47,0,317,47,3.0994415283203125e-06,126,62,0.03955793380737305,361,62,0.0009839534759521484,307,47,0.04926609992980957,nvidia.com
522,41,0,114,127,0.0201568603515625,235,127,0.002669095993041992,351,41,0.13250088691711426,848,41,0.1764380931854248,nvidia.com
1400,43,0,350,43,5.9604644775390625e-06,104,63,0.019982099533081055,210,63,0.0006320476531982422,1355,63,0.0003058910369873047,nvidia.com
778,34,0,104,127,0.020390987396240234,132,127,5.4836273193359375e-05,579,34,0.10109901428222656,589,34,0.0012981891632080078,nvidia.com
116,62,0,222,62,2.6941299438476562e-05,579,36,0.08812808990478516,83,62,0.003340005874633789,602,36,0.002402782440185547,nvidia.com
1400,42,0,350,42,7.152557373046875e-06,104,63,0.018410921096801758,210,63,0.0005929470062255859,1355,63,0.00102996826171875,nvidia.com
995,41,0,114,127,0.022037029266357422,132,127,3.695487976074219e-05,1004,127,0.0044269561767578125,351,41,0.11102294921875,nvidia.com
1400,43,0,350,43,8.106231689453125e-06,104,63,0.01563882827758789,210,63,0.0006670951843261719,1355,63,0.0002028942108154297,nvidia.com
120,126,0,132,126,0.00042510032653808594,492,126,0.0005650520324707031,327,49,0.09670090675354004,110,49,0.006844997406005859,nvidia.com
400,43,0,104,63,0.01735091209411621,227,63,2.09808349609375e-05,119,43,0.25318312644958496,119,43,4.00543212890625e-05,nvidia.com
1500,43,0,150,43,4.0531158447265625e-06,104,127,0.002106904983520508,132,127,0.0002689361572265625,549,127,0.0007779598236083984,nvidia.com
1400,44,0,247,43,0.004189968109130859,120,127,0.047148942947387695,132,127,0.0021071434020996094,541,127,0.005939960479736328,nvidia.com
1500,43,0,150,43,5.9604644775390625e-06,104,127,0.013813018798828125,132,127,0.00032711029052734375,836,127,0.0004968643188476562,nvidia.com
1500,47,0,232,47,1.4066696166992188e-05,114,127,0.01291799545288086,132,127,0.0001609325408935547,474,127,0.00027298927307128906,nvidia.com
1500,40,0,192,40,3.0994415283203125e-06,114,127,0.0016639232635498047,126,127,0.000141143798828125,922,127,0.0001888275146484375,nvidia.com
1400,42,0,350,42,8.821487426757812e-06,104,63,0.026044130325317383,210,63,0.0013420581817626953,1355,63,0.00023102760314941406,nvidia.com
1400,43,0,350,43,5.0067901611328125e-06,104,63,0.022609949111938477,227,63,2.002716064453125e-05,119,43,0.2142789363861084,nvidia.com
578,37,0,104,127,0.0004811286926269531,132,127,0.0001327991485595703,482,127,0.0002460479736328125,567,37,0.08220911026000977,nvidia.com
410,43,0,120,127,0.030368804931640625,132,127,6.413459777832031e-05,1306,127,3.790855407714844e-05,311,43,0.0756220817565918,nvidia.com
778,34,0,104,63,0.1593179702758789,210,63,0.0006229877471923828,530,63,3.600120544433594e-05,549,34,0.0987250804901123,nvidia.com
114,62,0,126,62,0.004992008209228516,351,46,0.0495908260345459,444,47,0.06432318687438965,71,62,0.0013167858123779297,nvidia.com
578,37,0,104,62,0.0056209564208984375,132,62,0.00019311904907226562,567,37,0.0900568962097168,71,62,0.0018019676208496094,nvidia.com
400,42,0,104,63,0.015231847763061523,210,63,3.600120544433594e-05,1355,63,0.00030517578125,389,63,0.0001800060272216797,nvidia.com
104,127,0,132,127,0.00012612342834472656,484,127,0.00023102760314941406,567,38,0.08129286766052246,71,127,0.0005881786346435547,nvidia.com
114,127,0,295,42,0.056047916412353516,295,42,1.9073486328125e-05,136,42,1.0013580322265625e-05,79,42,20.33995485305786,nvidia.com
995,47,0,114,127,0.010766029357910156,132,127,0.0001609325408935547,474,127,0.00025200843811035156,351,47,0.7319290637969971,nvidia.com
778,34,0,104,127,0.01624917984008789,132,127,0.0016698837280273438,1184,127,6.699562072753906e-05,567,34,0.09916210174560547,nvidia.com
995,41,0,114,127,0.0035660266876220703,132,127,8.416175842285156e-05,1321,127,0.0003268718719482422,351,41,0.1243441104888916,nvidia.com
1500,42,0,192,42,2.86102294921875e-06,114,127,0.00201416015625,126,127,0.00025582313537597656,920,127,0.0002181529998779297,nvidia.com
778,34,0,104,127,0.008469820022583008,132,127,0.00010418891906738281,1341,127,0.0006258487701416016,567,34,0.09450912475585938,nvidia.com
1500,64,0,176,64,0.002532958984375,114,64,0.008975028991699219,132,64,0.0012459754943847656,1434,64,0.0001881122589111328,nvidia.com
711,41,0,114,127,0.001322031021118164,126,127,0.00017499923706054688,822,127,0.00047898292541503906,220,127,2.5987625122070312e-05,nvidia.com
995,42,0,114,127,0.011735916137695312,132,127,0.00010609626770019531,528,127,0.0008518695831298828,351,42,0.10739398002624512,nvidia.com
1500,64,0,179,64,0.0023889541625976562,120,64,0.008157014846801758,132,64,0.0013120174407958984,1226,64,0.0006589889526367188,nvidia.com
1400,43,0,350,43,5.0067901611328125e-06,104,63,0.02593684196472168,227,63,0.0011820793151855469,119,43,0.2457730770111084,nvidia.com
995,43,0,114,127,0.0008749961853027344,351,43,0.05183696746826172,413,43,0.10480594635009766,126,127,1.7779340744018555,nvidia.com
799,45,0,126,63,0.03949713706970215,144,63,0.0012018680572509766,452,63,0.0008389949798583984,307,45,0.04658317565917969,nvidia.com
1069,48,0,120,127,0.019987821578979492,132,127,2.9087066650390625e-05,485,127,0.000762939453125,139,127,1.5020370483398438e-05,nvidia.com
578,34,0,104,127,0.002168893814086914,132,127,0.0003058910369873047,507,127,0.0007240772247314453,567,34,0.09522891044616699,nvidia.com
1400,42,0,350,42,7.152557373046875e-06,104,63,0.1738419532775879,210,63,0.0012259483337402344,411,63,0.0007560253143310547,nvidia.com
120,127,0,132,127,0.00013184547424316406,408,127,0.00010013580322265625,327,44,0.08228898048400879,398,44,6.699562072753906e-05,nvidia.com
786,127,0,567,36,0.09122610092163086,573,36,0.0011279582977294922,71,127,0.009890079498291016,1091,127,4.917582988739014,nvidia.com
1400,42,0,350,42,4.0531158447265625e-06,104,63,0.0274808406829834,210,63,0.0005960464477539062,1355,63,0.0009000301361083984,nvidia.com
1500,43,0,232,43,4.0531158447265625e-06,114,126,0.004513978958129883,132,126,0.0004630088806152344,73,126,0.002174854278564453,nvidia.com
104,63,0,210,63,0.0024449825286865234,1355,63,0.0002930164337158203,389,63,1.0967254638671875e-05,119,43,0.21662306785583496,nvidia.com
1400,42,0,350,42,6.9141387939453125e-06,104,63,0.022144079208374023,210,63,0.000659942626953125,1355,63,0.0008881092071533203,nvidia.com
1173,43,0,114,62,0.28623294830322266,295,43,0.05997610092163086,295,43,0.0002551078796386719,136,43,0.058151960372924805,nvidia.com
578,38,0,104,127,0.0006458759307861328,132,127,0.00012302398681640625,532,127,0.0002620220184326172,567,38,0.07929110527038574,nvidia.com
1500,43,0,150,43,7.152557373046875e-06,104,127,0.0009539127349853516,132,127,0.00015997886657714844,549,127,0.0005440711975097656,nvidia.com
1071,49,0,120,127,0.015437126159667969,132,127,1.8835067749023438e-05,454,127,6.604194641113281e-05,139,127,1.5020370483398438e-05,nvidia.com
1400,43,0,350,43,4.0531158447265625e-06,104,63,0.026826858520507812,210,63,0.0011889934539794922,1355,63,0.0004069805145263672,nvidia.com
691,227,0,104,127,0.00541996955871582,132,127,0.00029587745666503906,1020,127,0.0004889965057373047,111,227,0.06134819984436035,nvidia.com
120,127,0,132,127,1.6927719116210938e-05,936,127,4.291534423828125e-05,110,47,0.05456113815307617,71,127,0.008279800415039062,nvidia.com
104,62,0,132,62,4.0531158447265625e-06,567,37,0.09493398666381836,71,62,0.0014498233795166016,590,37,0.6971931457519531,nvidia.com
